Row,userid,mood,activity.daily_routines,activity.emotional,activity.entertainment,activity.intellectual,activity.live_music,activity.music_listening,activity.on_the_move,activity.physical,activity.social
Row 11234,1816,soft,0,1,1,0,0,1,1,0,1
Row 11235,1819,bitchy,0,0,0,0,0,0,0,0,0
Row 11236,1819,fantastic,0,0,0,0,1,0,0,0,0
Row 11237,1819,light_hearted,0,0,1,0,0,0,1,0,1
Row 11238,1819,uplifting,1,1,0,0,0,1,1,1,0
Row 11239,1822,elegant,0,0,0,0,0,0,0,0,1
Row 11240,1822,moody,0,1,0,0,0,0,0,0,0
Row 11241,1824,spontaneous,0,0,1,0,0,0,0,0,1
Row 11242,1826,romantic,0,0,0,0,0,0,0,0,1
Row 11243,1826,stimulated,0,0,0,0,0,0,1,0,1
Row 11244,1827,cool,,,,,,,,,
Row 11245,1827,deep,,,,,,,,,
Row 11246,1827,driving,0,0,0,0,0,0,1,0,0
Row 11247,1827,fun,0,0,0,0,0,0,1,0,0
Row 11248,1827,happy,0,0,1,0,0,0,0,0,0
Row 11249,1827,passionate,0,0,0,0,0,1,0,1,0
Row 11250,1827,reflective,0,0,0,0,0,1,0,0,0
Row 11251,1827,religious,1,1,0,0,0,0,0,0,0
Row 11252,1827,soft,0,0,1,1,0,0,0,0,1
Row 11253,1827,uplifting,,,,,,,,,
Row 11254,1829,euphoric,,,,,,,,,
Row 11255,1829,playful,0,0,0,0,0,0,0,0,0
Row 11256,1831,celebratory,0,0,0,1,0,0,0,0,0
Row 11257,1831,reflective,0,0,0,0,1,0,0,0,0
Row 11258,1832,pleasant,1,1,0,1,0,0,0,0,0
Row 11259,1833,deep,0,0,0,0,0,0,0,1,0
Row 11260,1833,dramatic,0,0,0,0,0,0,0,1,0
Row 11261,1833,fast,0,0,0,0,1,0,0,0,0
Row 11262,1833,smooth,0,0,0,0,0,0,0,1,0
Row 11263,1834,pulsating,0,0,0,1,0,0,0,0,0
Row 11264,1839,bored,0,1,1,1,0,0,0,0,1
Row 11265,1839,heroic,0,0,1,0,1,1,0,0,0
Row 11266,1839,intense,0,0,0,1,1,1,0,0,1
Row 11267,1839,jumpy,1,0,1,0,0,1,0,1,0
Row 11268,1839,repetitive,0,1,1,0,0,1,0,0,1
Row 11269,1839,severe,0,1,1,1,1,0,0,0,1
Row 11270,1839,spiritual,1,0,1,0,1,0,0,0,1
Row 11271,1839,stylish,1,0,0,0,1,0,0,1,1
Row 11272,1843,adorable,1,0,0,0,0,0,0,0,0
Row 11273,1843,animated,1,0,0,0,0,0,0,0,0
Row 11274,1843,bored,0,0,0,0,0,0,1,0,0
Row 11275,1843,emotional,0,1,0,0,0,0,0,0,0
Row 11276,1843,energetic,1,0,0,0,1,0,0,0,0
Row 11277,1843,fantastic,0,0,0,0,1,0,0,0,0
Row 11278,1843,gentle,1,0,0,0,0,1,0,0,0
Row 11279,1843,intense,1,0,0,0,0,0,0,0,0
Row 11280,1843,joyful,1,0,0,0,0,0,1,1,0
Row 11281,1843,liberated,0,0,0,0,1,0,0,0,0
Row 11282,1843,light_hearted,1,0,0,0,0,0,0,0,0
Row 11283,1843,powerful,0,0,0,0,0,0,1,0,0
Row 11284,1843,relaxed,0,0,0,1,0,0,0,0,0
Row 11285,1843,sentimental,0,0,0,0,0,0,0,0,1
Row 11286,1843,stylish,0,0,0,0,1,0,0,0,0
Row 11287,1843,tranquil,0,0,0,1,0,0,1,1,0
Row 11288,1844,friendly,1,0,1,1,1,0,1,1,0
Row 11289,1847,bored,,,,,,,,,
Row 11290,1847,epic,0,0,1,0,0,0,0,0,0
Row 11291,1847,hot,1,0,0,0,0,0,0,0,0
Row 11292,1847,sentimental,0,0,0,0,1,0,0,0,0
Row 11293,1847,smooth,0,0,0,0,1,0,0,0,0
Row 11294,1848,liberated,0,0,0,0,0,0,0,1,0
Row 11295,1849,bitchy,1,0,1,0,1,1,1,0,0
Row 11296,1850,animated,1,1,0,0,0,0,0,0,1
Row 11297,1850,romantic,1,0,0,0,1,0,1,0,0
Row 11298,1851,funny,1,0,1,0,1,1,1,1,1
Row 11299,1852,powerful,0,0,1,1,0,0,0,1,0
Row 11300,1853,heroic,0,0,0,0,0,0,0,1,0
Row 11301,1853,tranquil,0,0,0,1,0,1,0,0,0
Row 11302,1855,dramatic,0,1,1,0,0,0,0,0,0
Row 11303,1855,easy,0,0,0,1,0,0,0,1,0
Row 11304,1855,good,1,1,0,1,0,0,0,1,0
Row 11305,1855,intense,1,1,1,0,1,0,0,0,0
Row 11306,1856,happy,0,0,1,0,1,1,1,1,1
Row 11307,1858,joyful,1,0,0,0,0,0,1,0,0
Row 11308,1858,melancholic,0,1,0,0,0,0,0,0,1
Row 11309,1859,driving,0,0,0,0,0,0,1,0,0
Row 11310,1859,funny,0,0,1,0,0,0,0,0,1
Row 11311,1859,hot,0,0,0,0,1,0,0,1,0
Row 11312,1859,reflective,0,1,0,1,0,0,0,0,0
Row 11313,1859,strong,0,0,1,0,1,0,0,0,0
Row 11314,1860,rhythmical,0,0,0,0,0,0,0,0,0
Row 11315,1861,dreamy,0,1,0,0,0,1,0,0,0
Row 11316,1861,easy,0,0,0,0,0,0,1,0,0
Row 11317,1861,elegant,0,0,0,1,0,0,0,0,0
Row 11318,1861,fun,0,0,1,0,0,0,0,0,0
Row 11319,1861,good,0,0,0,0,0,0,0,1,0
Row 11320,1861,in_love,0,0,0,0,0,1,0,0,0
Row 11321,1861,joyful,0,0,0,0,0,0,1,0,0
Row 11322,1861,jumpy,0,0,0,0,1,0,0,0,0
Row 11323,1861,pleasant,0,1,0,0,0,0,0,1,0
Row 11324,1861,powerful,0,0,0,0,0,0,0,1,0
Row 11325,1861,rhythmical,0,0,0,0,0,0,0,1,0
Row 11326,1861,sentimental,0,0,0,0,0,0,0,1,0
Row 11327,1861,strong,0,0,0,0,0,0,0,1,0
Row 11328,1862,aggressive,0,0,0,0,0,0,0,1,0
Row 11329,1862,delighted,1,0,0,0,0,0,0,0,1
Row 11330,1862,encouraged,0,0,0,0,0,1,1,1,1
Row 11331,1863,playful,1,0,1,0,1,1,1,1,1
Row 11332,1865,excited,1,1,1,0,1,1,1,1,1
Row 11333,1866,dramatic,0,1,0,0,0,1,0,0,0
Row 11334,1870,bored,0,0,0,0,0,0,0,0,0
Row 11335,1870,cool,0,0,1,0,1,1,0,0,0
Row 11336,1870,dramatic,0,1,1,0,0,0,0,0,0
Row 11337,1870,good,0,0,1,0,0,0,0,0,0
Row 11338,1870,liked,0,1,1,0,0,0,0,0,0
Row 11339,1870,uplifting,0,0,0,0,0,0,0,0,0
Row 11340,1872,sensual,0,1,0,0,0,0,0,0,0
Row 11341,1873,strong,0,0,0,0,0,0,0,1,0
Row 11342,1874,animated,0,1,0,0,0,0,0,1,0
Row 11343,1874,celebratory,0,1,1,0,0,1,0,0,0
Row 11344,1874,emotional,0,1,0,0,0,0,0,0,0
Row 11345,1874,retro,0,0,1,0,0,1,0,0,0
Row 11346,1874,spiritual,0,1,0,0,0,0,0,0,0
Row 11347,1875,animated,0,0,1,0,0,0,0,0,0
Row 11348,1875,inspired,0,0,0,1,0,0,0,1,0
Row 11349,1875,light_hearted,0,0,0,0,0,0,0,0,1
Row 11350,1875,motivational,0,0,0,1,0,0,0,1,0
Row 11351,1875,spiritual,0,1,0,1,0,0,0,0,0
Row 11352,1877,light_hearted,1,0,1,0,0,1,1,0,0
Row 11353,1877,spiritual,0,1,0,0,0,1,0,0,0
Row 11354,1880,adorable,1,1,0,0,0,0,0,0,1
Row 11355,1880,glorious,0,1,1,0,1,0,1,0,0
Row 11356,1882,fun,1,1,1,0,0,1,1,0,0
Row 11357,1882,glorious,1,1,1,0,0,1,1,0,0
Row 11358,1884,hot,0,0,0,0,1,0,0,0,0
Row 11359,1885,deep,0,1,0,1,1,1,0,0,0
Row 11360,1885,festive,1,0,0,0,1,1,1,1,1
Row 11361,1885,nocturnal,0,0,0,0,1,1,0,0,1
Row 11362,1886,motivational,0,0,0,0,1,1,1,1,0
Row 11363,1886,religious,0,1,0,1,0,0,1,0,1
Row 11364,1887,animated,0,0,1,0,0,0,0,0,1
Row 11365,1888,slow,0,0,0,0,0,1,1,0,1
Row 11366,1889,cool,0,0,0,0,0,0,0,0,1
Row 11367,1889,uplifting,1,0,0,0,0,0,0,1,1
Row 11368,1893,fast,0,0,0,0,0,0,1,1,0
Row 11369,1893,graceful,0,1,0,1,0,0,0,0,0
Row 11370,1893,pulsating,0,0,0,0,1,0,0,1,0
Row 11371,1893,tragic,0,1,0,0,0,0,0,0,0
Row 11372,1893,uplifting,0,0,1,0,0,0,1,1,0
Row 11373,1894,animated,1,1,1,0,1,1,1,1,1
Row 11374,1894,energetic,0,0,0,0,0,0,0,0,0
Row 11375,1895,fast,0,0,0,0,0,0,1,0,0
Row 11376,1895,in_love,0,1,0,0,0,1,0,0,1
Row 11377,1897,sensual,0,1,0,0,0,0,1,1,0
Row 11378,1899,soft,1,0,1,0,0,0,1,1,1
Row 11379,1904,celebratory,0,0,0,0,1,0,0,0,1
Row 11380,1904,enthusiastic,0,0,1,0,0,0,0,0,0
Row 11381,1904,festive,0,0,0,0,1,0,0,0,1
Row 11382,1904,fun,0,0,1,0,0,0,0,0,0
Row 11383,1904,graceful,0,1,0,0,0,0,0,0,0
Row 11384,1904,jumpy,0,0,0,0,0,0,0,1,0
Row 11385,1904,loud,0,0,0,0,1,0,0,0,0
Row 11386,1904,sensual,0,0,0,0,0,0,0,0,1
Row 11387,1904,sexy,0,0,0,0,0,0,0,0,1
Row 11388,1905,excited,0,0,0,0,0,0,0,1,0
Row 11389,1905,pleasant,0,0,1,0,0,1,0,0,0
Row 11390,1906,angry,1,0,0,0,0,0,0,0,0
Row 11391,1906,deep,0,0,0,0,0,1,0,0,0
Row 11392,1906,delighted,0,0,0,0,0,0,1,0,0
Row 11393,1906,dreamy,0,0,0,1,0,0,0,0,0
Row 11394,1906,fun,0,0,0,0,0,0,1,0,0
Row 11395,1906,gentle,0,0,0,0,0,1,0,0,0
Row 11396,1906,good,0,0,0,0,0,1,1,0,0
Row 11397,1906,joyful,0,0,0,0,0,0,1,0,0
Row 11398,1906,liberated,1,0,0,0,0,0,0,0,0
Row 11399,1906,loud,0,0,0,0,0,1,0,0,0
Row 11400,1906,motivational,0,0,0,0,0,1,0,0,0
Row 11401,1906,reflective,1,0,0,0,0,0,1,0,0
Row 11402,1906,relaxed,1,0,0,0,0,0,0,0,0
Row 11403,1906,spiritual,0,0,0,0,0,0,1,0,0
Row 11404,1907,happy,0,0,1,0,0,0,0,0,0
Row 11405,1908,furious,,,,,,,,,
Row 11406,1909,hot,0,0,0,0,0,0,0,0,1
Row 11407,1910,melancholic,1,1,0,0,0,0,0,0,0
Row 11408,1910,sensual,0,1,1,0,0,1,1,0,0
Row 11409,1911,delighted,0,0,0,0,0,0,0,0,0
Row 11410,1911,fun,1,0,0,0,0,0,1,0,1
Row 11411,1911,good,1,0,0,0,0,0,1,0,1
Row 11412,1911,interested,1,0,1,0,1,1,1,0,1
Row 11413,1911,satisfied,0,0,1,0,0,0,0,0,0
Row 11414,1911,spiritual,0,1,0,0,0,0,0,0,0
Row 11415,1911,spontaneous,0,0,0,0,0,0,0,0,1
Row 11416,1912,moody,0,0,0,0,0,0,0,0,0
Row 11417,1912,positive,1,1,1,0,0,0,1,1,1
Row 11418,1912,pulsating,0,0,0,0,0,0,1,1,0
Row 11419,1912,soft,1,0,0,0,0,0,0,0,1
Row 11420,1916,friendly,0,1,0,0,0,0,0,0,0
Row 11421,1916,jumpy,0,0,0,0,0,0,1,0,0
Row 11422,1917,celebratory,0,0,0,1,1,0,1,0,0
Row 11423,1917,liked,0,1,0,0,0,0,1,1,1
Row 11424,1918,driving,0,1,0,1,0,0,0,0,0
Row 11425,1918,festive,0,0,0,0,1,0,0,0,1
Row 11426,1918,joyful,,,,,,,,,
Row 11427,1918,religious,0,1,0,0,0,0,0,0,1
Row 11428,1918,smooth,0,0,1,0,1,0,0,0,0
Row 11429,1918,sorry,0,0,1,0,0,1,0,0,0
Row 11430,1918,uplifting,0,1,0,0,0,0,0,0,0
Row 11431,1921,bored,,,,,,,,,
Row 11432,1921,emotional,0,1,0,0,1,1,1,1,1
Row 11433,1921,fun,1,1,1,0,0,0,1,1,1
Row 11434,1921,joyful,1,1,1,1,1,1,1,0,1
Row 11435,1921,motivational,1,0,1,1,0,1,1,1,0
Row 11436,1921,relaxed,0,0,0,1,0,1,0,0,1
Row 11437,1921,sexy,0,1,0,0,1,0,1,1,0
Row 11438,1922,celebratory,0,1,0,0,0,1,0,0,1
Row 11439,1922,funny,1,1,1,0,0,0,1,0,0
Row 11440,1922,heroic,0,0,0,0,0,1,1,0,0
Row 11441,1922,inspired,0,0,0,0,0,1,0,0,0
Row 11442,1922,peaceful,0,0,0,0,0,1,1,0,0
Row 11443,1922,pleasant,0,0,0,0,0,1,1,0,0
Row 11444,1922,severe,0,1,0,1,0,1,0,1,0
Row 11445,1922,stimulated,0,0,0,0,0,1,1,0,0
Row 11446,1922,tragic,0,0,0,0,0,1,1,0,0
Row 11447,1923,dreamy,0,1,0,0,0,0,0,0,0
Row 11448,1924,bored,0,0,0,0,0,0,0,1,0
Row 11449,1924,celebratory,0,0,0,0,1,0,0,0,0
Row 11450,1924,elegant,0,0,0,0,0,0,0,0,1
Row 11451,1924,inspired,0,0,1,0,0,0,0,0,0
Row 11452,1924,moody,0,0,0,0,0,1,0,0,0
Row 11453,1924,peaceful,0,0,0,1,0,0,0,0,0
Row 11454,1924,smooth,0,0,0,0,0,0,0,1,0
Row 11455,1924,spontaneous,1,0,0,0,0,0,0,0,0
Row 11456,1925,reflective,0,0,0,0,1,0,0,0,0
Row 11457,1925,strong,0,0,0,0,0,0,1,0,0
Row 11458,1927,successful,0,0,0,0,0,0,0,1,0
Row 11459,1929,funny,0,0,0,0,0,0,0,1,0
Row 11460,1929,sexual,0,0,0,1,0,0,0,0,0
Row 11461,1930,celebratory,0,0,0,1,0,0,0,0,0
Row 11462,1930,euphoric,,,,,,,,,
Row 11463,1930,spiritual,0,1,0,0,0,0,0,1,1
Row 11464,1931,happy,0,0,0,0,1,0,0,0,1
Row 11465,1931,in_love,0,1,0,0,0,0,0,1,0
Row 11466,1931,joyful,0,0,1,0,0,0,0,1,0
Row 11467,1931,sensual,0,1,0,0,1,0,0,0,1
Row 11468,1932,aggressive,0,0,0,0,0,0,1,1,0
Row 11469,1932,jumpy,1,0,0,0,0,0,1,0,0
Row 11470,1932,peaceful,,,,,,,,,
Row 11471,1933,dancing,0,0,0,0,0,0,0,0,1
Row 11472,1933,dramatic,0,1,0,0,0,0,0,0,0
Row 11473,1933,driving,0,0,0,0,0,0,1,0,0
Row 11474,1933,encouraged,0,1,0,0,0,1,1,1,0
Row 11475,1933,good,1,0,0,0,0,0,0,0,0
Row 11476,1933,hot,1,1,0,0,0,0,1,1,1
Row 11477,1933,playful,1,0,0,0,0,0,0,0,0
Row 11478,1933,serene,1,1,0,0,0,0,1,1,0
Row 11479,1938,aggressive,0,0,0,0,1,1,0,1,0
Row 11480,1938,amazed,0,1,0,0,1,1,0,0,0
Row 11481,1938,fantastic,0,1,1,0,1,1,1,1,1
Row 11482,1938,sexual,0,1,0,1,1,1,0,0,1
Row 11483,1939,liked,0,0,1,0,0,0,0,1,0
Row 11484,1939,playful,0,0,1,0,0,0,1,1,1
Row 11485,1939,spontaneous,0,0,1,0,1,0,0,0,1
Row 11486,1940,energetic,0,0,1,0,1,0,0,0,0
Row 11487,1940,fast,0,0,1,0,1,0,0,1,0
Row 11488,1940,funny,1,0,0,0,1,0,1,0,1
Row 11489,1940,graceful,1,0,1,0,1,0,1,1,0
Row 11490,1940,joyful,1,0,1,0,1,0,1,0,1
Row 11491,1940,motivational,1,1,0,1,0,1,1,0,0
Row 11492,1940,satisfied,1,1,0,1,0,1,1,0,1
Row 11493,1940,sexual,0,1,1,0,1,0,0,0,1
Row 11494,1940,smooth,1,1,0,1,0,1,1,0,0
Row 11495,1940,spiritual,1,1,0,1,0,1,1,0,0
Row 11496,1941,powerful,1,1,1,1,1,1,1,1,1
Row 11497,1944,elegant,0,0,0,0,0,0,0,0,1
Row 11498,1945,bored,0,0,0,0,0,0,0,0,0
Row 11499,1945,elegant,0,1,0,1,1,0,0,0,1
Row 11500,1945,energetic,1,0,1,0,1,1,1,1,1
Row 11501,1945,excited,1,1,0,0,1,1,1,1,1
Row 11502,1945,festive,1,0,1,0,1,1,1,1,1
Row 11503,1945,friendly,1,1,1,0,1,1,1,1,1
Row 11504,1945,funny,1,0,1,0,1,1,1,1,1
Row 11505,1945,gentle,0,1,0,0,0,0,0,0,1
Row 11506,1945,moody,0,0,0,0,0,0,0,0,0
Row 11507,1945,nocturnal,0,0,0,0,0,0,0,0,1
Row 11508,1945,tranquil,1,1,1,1,1,1,1,1,1
Row 11509,1946,in_love,,,,,,,,,
Row 11510,1946,interested,1,0,0,0,0,0,1,0,0
Row 11511,1946,joyful,1,1,0,0,0,1,1,1,0
Row 11512,1946,jumpy,0,0,0,0,0,0,0,0,0
Row 11513,1946,powerful,0,0,0,0,0,0,0,0,0
Row 11514,1946,religious,,,,,,,,,
Row 11515,1946,stimulated,0,0,0,0,0,0,0,0,0
Row 11516,1948,driving,0,0,0,0,0,0,1,0,0
Row 11517,1948,fast,0,0,1,0,0,0,0,1,0
Row 11518,1948,interested,0,0,0,0,0,0,0,0,1
Row 11519,1948,religious,0,1,0,0,0,0,0,0,0
Row 11520,1948,slow,0,1,0,0,0,0,0,0,0
Row 11521,1949,fun,0,0,0,0,0,0,0,1,0
Row 11522,1949,nocturnal,0,0,0,0,1,0,0,0,1
Row 11523,1949,pleasant,0,1,0,1,0,0,0,0,1
Row 11524,1951,liberated,,,,,,,,,
Row 11525,1953,emotional,0,1,1,1,0,0,0,0,1
Row 11526,1953,friendly,1,1,1,1,1,1,0,1,0
Row 11527,1953,fun,1,0,1,0,1,0,1,1,0
Row 11528,1953,motivational,1,1,1,0,1,1,1,1,0
Row 11529,1953,nocturnal,1,0,1,0,1,1,0,0,0
Row 11530,1953,strong,1,0,1,0,1,0,1,1,0
Row 11531,1955,serene,0,0,0,0,0,1,0,0,0
Row 11532,1955,sorry,0,1,0,0,0,1,0,0,0
Row 11533,1956,angry,0,0,0,0,0,0,0,1,0
Row 11534,1956,bitchy,0,0,0,0,0,0,0,1,0
Row 11535,1956,emotional,0,1,0,0,0,0,0,0,0
Row 11536,1956,euphoric,0,0,0,0,0,0,0,1,0
Row 11537,1956,fun,1,0,1,0,1,1,1,1,1
Row 11538,1956,funny,1,0,0,0,0,1,1,0,1
Row 11539,1956,graceful,0,1,0,0,0,0,0,0,1
Row 11540,1956,heroic,0,0,0,0,0,0,1,0,0
Row 11541,1956,inspired,0,0,0,1,0,0,0,0,1
Row 11542,1956,interested,0,0,0,1,0,0,0,0,0
Row 11543,1956,light_hearted,0,0,1,0,0,0,0,0,1
Row 11544,1956,liked,0,0,0,0,0,0,1,0,0
Row 11545,1956,nocturnal,0,0,0,0,0,0,0,0,1
Row 11546,1956,playful,1,0,1,0,1,0,1,0,1
Row 11547,1956,satisfied,1,1,0,0,0,0,1,1,0
Row 11548,1956,sensual,0,0,0,0,1,0,0,1,1
Row 11549,1956,severe,0,1,0,0,0,0,0,0,0
Row 11550,1956,spontaneous,0,0,0,0,0,0,1,1,0
Row 11551,1956,tranquil,0,1,0,0,0,1,0,0,0
Row 11552,1957,happy,0,0,1,0,1,1,0,1,1
Row 11553,1958,cool,0,0,0,0,0,0,1,0,1
Row 11554,1958,dancing,0,0,0,0,1,0,0,1,0
Row 11555,1958,delighted,0,0,1,0,0,0,0,1,0
Row 11556,1958,hot,0,0,0,0,0,0,0,1,0
Row 11557,1958,liked,0,0,0,0,0,0,0,1,0
Row 11558,1958,passionate,0,0,0,0,1,0,0,0,0
Row 11559,1958,powerful,0,0,0,0,1,0,0,0,0
Row 11560,1958,sentimental,0,1,0,0,0,0,0,0,0
Row 11561,1958,serene,0,0,1,0,0,0,0,0,0
Row 11562,1958,spiritual,0,1,0,0,0,0,0,0,0
Row 11563,1959,pulsating,0,0,0,0,0,1,1,1,0
Row 11564,1961,driving,,,,,,,,,
Row 11565,1961,festive,0,0,0,0,1,1,1,1,1
Row 11566,1962,festive,0,0,0,0,1,0,1,1,1
Row 11567,1962,playful,0,0,1,0,0,0,0,0,0
Row 11568,1962,pulsating,0,0,0,0,0,0,0,1,0
Row 11569,1962,rhythmical,0,0,0,0,0,0,1,1,1
Row 11570,1966,enthusiastic,0,0,1,0,0,0,0,0,0
Row 11571,1966,fun,0,0,0,0,0,0,1,0,0
Row 11572,1966,funny,0,0,1,0,0,0,0,0,0
Row 11573,1966,interested,0,0,0,0,0,0,1,0,0
Row 11574,1966,joyful,0,0,1,0,0,0,0,0,0
Row 11575,1966,motivational,0,0,0,1,0,0,0,0,0
Row 11576,1966,powerful,0,0,1,0,0,1,0,0,1
Row 11577,1966,repetitive,1,0,0,0,0,0,0,0,0
Row 11578,1966,stylish,,,,,,,,,
Row 11579,1969,relaxed,0,1,0,1,0,0,0,0,0
Row 11580,1970,inspired,0,0,0,1,0,1,0,0,0
Row 11581,1970,repetitive,1,0,0,0,1,1,1,1,0
Row 11582,1971,peaceful,1,0,0,0,0,0,0,0,0
Row 11583,1971,positive,0,0,0,0,0,0,1,0,0
Row 11584,1973,energetic,1,0,0,0,1,1,0,0,0
Row 11585,1974,moody,0,1,0,0,0,0,0,0,0
Row 11586,1976,easy,0,0,1,0,0,0,0,0,0
Row 11587,1976,successful,1,1,0,0,1,1,1,0,0
Row 11588,1979,positive,1,0,1,1,1,1,1,1,1
Row 11589,1982,joyful,,,,,,,,,
Row 11590,1983,enthusiastic,0,0,0,0,1,1,1,0,0
Row 11591,1984,adorable,0,0,0,0,0,0,0,0,1
Row 11592,1984,amazed,0,0,0,0,0,0,1,0,0
Row 11593,1984,bitchy,0,0,0,0,0,0,1,0,0
Row 11594,1984,bored,1,0,0,0,0,0,0,0,0
Row 11595,1984,celebratory,0,0,0,0,0,0,1,0,0
Row 11596,1984,dreamy,0,0,0,0,0,0,1,0,0
Row 11597,1984,driving,0,0,0,0,0,0,1,0,0
Row 11598,1984,easy,1,0,0,1,0,1,0,1,1
Row 11599,1984,elegant,0,0,0,0,0,0,0,0,1
Row 11600,1984,emotional,0,0,0,0,0,0,1,0,0
Row 11601,1984,energetic,0,0,1,0,0,0,0,1,0
Row 11602,1984,epic,0,0,0,0,0,0,1,0,0
Row 11603,1984,fast,0,0,0,0,0,0,1,0,0
Row 11604,1984,festive,0,0,0,0,0,0,1,0,0
Row 11605,1984,free,1,0,0,0,0,0,1,0,0
Row 11606,1984,friendly,0,0,0,0,0,0,1,0,0
Row 11607,1984,fun,0,0,0,0,0,0,1,0,0
Row 11608,1984,funny,0,0,0,0,0,0,1,0,0
Row 11609,1984,furious,0,0,1,0,0,0,0,0,0
Row 11610,1984,gentle,0,0,0,0,0,0,0,1,1
Row 11611,1984,glorious,0,0,0,0,0,0,1,0,0
Row 11612,1984,graceful,0,1,0,0,0,0,0,0,1
Row 11613,1984,happy,1,1,0,0,1,1,1,0,0
Row 11614,1984,heroic,0,0,0,0,0,0,1,0,0
Row 11615,1984,inspired,0,0,0,0,0,0,1,0,0
Row 11616,1984,intense,0,0,0,0,0,0,1,0,0
Row 11617,1984,interested,0,0,0,0,0,0,1,0,0
Row 11618,1984,light_hearted,0,0,0,0,0,0,0,0,1
Row 11619,1984,liked,0,0,0,0,0,0,1,0,0
Row 11620,1984,loud,0,0,0,0,0,0,1,0,0
Row 11621,1984,melancholic,0,0,0,0,0,0,0,0,1
Row 11622,1984,motivational,0,0,0,0,0,0,1,0,0
Row 11623,1984,playful,0,0,0,0,0,0,1,0,0
Row 11624,1984,pleasant,0,0,0,0,0,0,1,0,0
Row 11625,1984,positive,0,0,0,0,0,0,1,1,0
Row 11626,1984,powerful,0,0,0,0,0,0,1,0,0
Row 11627,1984,pulsating,0,0,0,0,0,0,0,0,1
Row 11628,1984,reflective,0,0,0,0,0,0,0,0,1
Row 11629,1984,relaxed,0,0,0,0,0,0,0,0,1
Row 11630,1984,religious,1,0,0,1,0,1,0,0,0
Row 11631,1984,retro,0,0,0,0,0,0,0,0,1
Row 11632,1984,romantic,0,0,0,0,0,0,0,0,1
Row 11633,1984,sad,0,0,0,0,0,1,0,0,0
Row 11634,1984,sensual,0,0,0,0,0,0,0,0,1
Row 11635,1984,serene,0,0,0,0,0,0,1,0,0
Row 11636,1984,severe,0,0,0,0,0,0,1,0,0
Row 11637,1984,sexy,0,0,0,0,0,1,1,0,1
Row 11638,1984,sorry,0,0,0,0,0,0,0,0,1
Row 11639,1984,spiritual,0,0,0,0,0,0,1,0,0
Row 11640,1984,stimulated,0,0,0,0,0,0,1,0,0
Row 11641,1984,stylish,1,0,0,0,0,0,1,0,0
Row 11642,1984,successful,0,0,0,0,0,0,1,1,0
Row 11643,1984,tragic,0,0,0,0,0,1,0,0,0
Row 11644,1984,uplifting,0,0,0,0,0,0,1,0,0
Row 11645,1985,aggressive,,,,,,,,,
Row 11646,1985,angry,,,,,,,,,
Row 11647,1985,bitchy,,,,,,,,,
Row 11648,1985,delighted,,,,,,,,,
Row 11649,1985,enthusiastic,,,,,,,,,
Row 11650,1985,free,,,,,,,,,
Row 11651,1985,funny,,,,,,,,,
Row 11652,1985,furious,,,,,,,,,
Row 11653,1985,gentle,,,,,,,,,
Row 11654,1985,happy,,,,,,,,,
Row 11655,1985,joyful,,,,,,,,,
Row 11656,1985,liberated,,,,,,,,,
Row 11657,1985,light_hearted,,,,,,,,,
Row 11658,1985,liked,,,,,,,,,
Row 11659,1985,melancholic,,,,,,,,,
Row 11660,1985,motivational,,,,,,,,,
Row 11661,1985,nocturnal,,,,,,,,,
Row 11662,1985,peaceful,,,,,,,,,
Row 11663,1985,pleasant,,,,,,,,,
Row 11664,1985,sentimental,,,,,,,,,
Row 11665,1985,sexy,,,,,,,,,
Row 11666,1985,slow,,,,,,,,,
Row 11667,1985,smooth,,,,,,,,,
Row 11668,1985,spiritual,,,,,,,,,
Row 11669,1985,tragic,,,,,,,,,
Row 11670,1985,tranquil,,,,,,,,,
Row 11671,1986,dramatic,0,1,1,0,0,0,0,0,0
Row 11672,1986,dreamy,1,1,1,1,0,1,0,0,0
Row 11673,1986,sexual,0,1,0,0,0,0,0,0,0
Row 11674,1986,tranquil,1,1,0,1,0,1,0,0,0
Row 11675,1988,furious,1,0,0,0,1,0,0,0,0
Row 11676,1991,animated,0,0,0,0,1,0,0,1,1
Row 11677,1991,fun,1,1,1,1,0,1,1,1,1
Row 11678,1991,light_hearted,1,1,0,1,0,1,1,0,0
Row 11679,1992,reflective,0,1,0,0,0,0,0,0,0
Row 11680,1994,adorable,0,0,0,1,0,0,0,0,0
Row 11681,1994,emotional,0,0,1,0,1,0,0,0,0
Row 11682,1994,friendly,0,0,0,0,0,0,0,1,0
Row 11683,1994,furious,0,0,1,0,0,0,0,0,0
Row 11684,1994,graceful,0,0,0,0,0,0,0,0,1
Row 11685,1994,heroic,1,0,1,0,0,0,0,0,0
Row 11686,1994,inspired,0,0,1,0,0,0,0,0,0
Row 11687,1994,jumpy,0,0,0,0,1,0,0,0,0
Row 11688,1994,light_hearted,,,,,,,,,
Row 11689,1994,loud,0,1,0,0,0,0,0,0,0
Row 11690,1994,sad,0,0,0,1,0,0,0,0,0
Row 11691,1994,sexual,0,0,1,0,0,0,0,0,0
Row 11692,1994,slow,0,0,0,0,0,1,0,0,0
Row 11693,1994,stylish,0,0,0,0,1,0,0,0,0
Row 11694,1994,uplifting,0,0,0,0,0,0,0,0,1
Row 11695,1995,adorable,0,1,0,0,0,0,0,0,1
